Arabic,English
تضع,place
الأسلحة,weapons
خط,line
الدفاع,Defense
حالما,once
بالإضافة,In addition
بعضهم,Some of them
أبقى,Keep
بأمان,Safely
أثق,I trust
تظنين,Do you think
التاريخ,the date
التالية,Next
تسير,It walks
الأولاد,boys
مساعدتي,My help
أمور,Things
شراب,drink
الألم,Pain
بن,son
الأحيان,Sometimes
الشاحنة,truck
الكلمات,Words
التوقف,Stop
كنّا,We were
وداعا,Farewell
سابقاً,previously
اسمها,Her name
اهلا,Hello
دان,Dan
أدخل,Enter
والتر,Walter
امر,commander
اتمنى,I hope
ثمن,price
جاهزة,Ready
لشخص,For a person
تقولي,You say
جوني,Johnny
حضرة,presence
خذي,Take
الكنيسة,Church
بناء,building
ستذهب,You will go
المفضل,the favorite
مشاهدة,to watch
اكن,I was
سيئ,bad
صفقة,deal
عمله,currency
ألديك,Do you have any?
القبيل,The tribe
واو,wow
بالرغم,Despite
آي,any
أ,A
الصف,the line
عاهرة,whore
كلير,Claire
لكنهم,But they
الجلوس,sitting
السرعة,speed
بوبي,Bobby
الشراب,drink
موافقة,consent
الجميل,The beautiful
الفكرة,The idea
بالقرب,near
الشخصية,Personality
القمر,the moon
آلاف,thousands
تتصل,Contact
أتريدين,Do you want
وكانت,And it was
كهذه,Like this
أربع,four
طائرة,airplane
الثانوية,High school
استمع,I listen
أَو,or
وكذلك,As well as
مرتين,twice
ستكونين,You will be
سبعة,seven
جيري,Jerry
إتفقنا,We agreed
شارع,street
ميتة,dead
يرى,He sees
بقية,rest
بأنكِ,That you
أقدر,I can
يجعلني,Makes me
أراه,I see him
تعرفي,Get to know
زوج,husband
الزمن,Time
سواء,whether
قتله,He killed him
موت,death
الدرجة,Degree
لله,God
انتهت,The end
دخلت,I entered
للخروج,To exit
صنع,to make
أمل,hope
طبيعي,natural
كُل,all
ا,A
السلام,peace
أمّي,My mom
شيءٍ,something
شراء,buying
فرقة,band
السادة,Gentlemen
الترجمة,Translation
تدخل,to intervene
الكل,everyone
نصل,blade
ر,R
فندق,hotel
الصندوق,The fund
شكل,appearance
منزلك,Your home
أقرب,closer
الحقيقية,The real
الرئيسي,Main
زوجك,Your husband
طويلاً,long
أعمال,works
مشغول,busy
حامل,pregnant
يارفاق,you guys
تفعلينه,You do it
شك,doubt
التحكم,control
طبعاً,naturally
ولهذا,Therefore
سعيداً,happy
مناسب,appropriate
قاموا,They
أبى,my dad
الشباب,Youth
يمكنكم,You can
تقدم,progress
الأسود,Black
زمن,time
خير,goodness
تطلب,ask
يبدأ,It begins
باب,door
والدتي,My mother
صديقتي,my female friend
عائلتك,Your family
يومين,two days
روز,Rose
كابتن,captain
سهل,easy
خطير,dangerous
بشأنه,Regarding him
الرحيل,Departure
كارل,Carl
أتوقع,I expect
النجدة,Help!
يبحث,Search
يد,hand
غاضبة,angry
توماس,Thomas
يوما,day
تعرفه,You know him
الافضل,The best
يقتل,kill
طول,length
إما,Either
وحدة,lonliness
سيارتي,My car
توني,Tony
دين,religion
أبدًا,never
المفتاح,key
الضغط,the pressure
أقوى,strongest
موافق,Agreed
الرحلة,The journey
وجد,Found
تلعب,Play
تمّ,It was completed
ببساطة,simply
إعتقدت,I believed
صباحاً,A.M
نوعا,Types
قادر,able
طريقه,road
ذاهبة,Going
تكذب,You lie
دخل,income
كنتي,You were
أقدم,I'm older
مجلس,council
جيني,Jenny
لَمْ,did not
سوياً,together
الخطب,Speeches
توقفوا,Stop
لستِ,You are not
عطلة,vacation
نادي,club
حياتنا,Our lives
للقيام,To do
مـا,What
ماهي,What is it
مَع,with
عمي,my paternal uncle
بضع,a few
الإنتظار,Waiting
مجال,area
عميل,client
ترين,Train
منى,Mona
المسدس,The pistol
كايل,Kyle
ليلي,Lily
مدير,boss
لعين,cursed
الشهر,month
للحظة,For a moment
قرأت,I read
داعي,Caller
إبن,son
الجو,the weather
محطة,station
افكر,I think
تأكيد,to be sure
سيأتي,He will come
آن,that
الأبد,Eternity
قيمة,value
بدا,It appeared
الأصدقاء,Friends
فتح,to open
وكأنه,As if
الزفاف,wedding
فمن,"So, who"
آخذ,take
لأحد,For one
قف,Stop
الطاولة,The table
خطوة,step
تمانع,I don't mind
بالأمس,Yesterday
وقعت,It happened
عقد,a contract
بإمكاننا,We can
والد,father
للهول,For horror
ثمانية,eight
العظيم,The Great
السيدات,Ladies
قائد,leader
الحالي,present
يتوجب,It is necessary
شاب,young man
فيك,In you
تقرير,a report
سبيل,Way
الخوف,the fear
الموقع,the site
صحيحاً,right
الحدود,border
لوك,Luke
شخصا,person
النافذة,window
تنتظر,Waiting
كيم,Kim
اقصد,I mean
أفترض,assume
رأيتها,her
الملازم,Lieutenant
لمعرفة,To find out
تستخدم,Used
يفعلون,They do
الأحمر,red
الكلمة,The word
صعبة,Difficult
ذكر,male
تحديد,to set
خرج,out
ريد,Red
ابقى,Stay
التحقيق,Investigation
حركة,a movement
فيل,elephant
الفضاء,outer space
غاضب,angry
جوي,aerial
للخارج,Outward
توقفت,Stopped
الثلج,the snow
جيده,Good
أتعتقد,Do you think
علامة,sign
تقصدين,Do you mean
قديم,old
سيئاً,bad
اقوم,I do
لفعل,To do
موضوع,topic
الشاي,tea
آنا,I
أسئلة,Questions
الجثة,corpse
العلاج,Treatment
حادث,accident
أتساءل,I wonder
الغبي,stupid
محظوظ,lucky
لابأس,decent
القدر,fate
تستحق,Deserves
احاول,I try
الرأس,head
تحركوا,Move
الأمريكية,American
عليكَ,upon you
مفاجأة,a surprise
الفوضى,Chaos
المطبخ,the kitchen
الجامعة,the university
صح,correct
متن,Text
محل,place
جدتي,my grandmother
تذهبي,You go
قليلة,few
ذالك,That
وحتى,Even
النجوم,Stars
قلقة,worried
دانيال,Daniel
بنفسه,himself
لأنهم,Because they
ابنك,Your son
يقومون,They
تحتاجين,You need
يُمكنني,I can
يعجبني,I like it
أسألك,I ask you
الفيديو,Video
جدي,serious
السحر,Magic
تفضلي,Help yourself
شديد,severe
فسوف,So
الداخلية,Interior
أولاد,children
بأكمله,Entirely
آلة,machine
نقول,We say
ثمّة,There
تعالى,Come here
تفقد,Check
النبيذ,wine
مكالمة,call
فعلنا,We did
تشارلز,Charles
إشارة,signal
الشكل,Shape
مستوى,level
النهر,River
قدر,amount
المراقبة,Monitoring
غادر,Leave
فمك,Your mouth
أغنية,song
حقيبة,luggage
ستقوم,You will
البيض,eggs
الغريب,The stranger
مكتبي,My office
قهوة,coffee
يهمني,I care
بأنّني,That I
عضو,member
اسفة,sorry
موقف,position
أنحاء,parts
بأمر,By order
أكل,food
بطل,hero
كُنْتُ,I was
السنوات,years
وقالت,She said
بارد,cold
آتي,came
نفعله,We do it
الاسبوع,Week
رأى,opinion
كتب,books
كيت,Kate
أغلق,close
تدفع,You pay
بالمنزل,At home
رؤيته,Seeing him
هيه,Yeah
قصيرة,short
أنّكِ,That you
بأنهم,That they
قلبك,your heart
الولد,boy
الثلاثة,The three
تسمح,Allow
ذكي,tasty
أموت,I die
أطول,Longest
إنقاذ,rescue
مقابلة,interview
افتح,Open
ولكننا,But we
مارتن,Martin
وسيلة,Means
فـي,In
لاشيء,nothing
قادرة,Capable
حي,alive
رأسه,His head
البريد,Mail
الليله,Tonight
جثة,body
مصدر,source
سفينة,boat
قديمة,old
أنّني,That I
الحقيبة,The bag
نقل,transfer
عقلك,your mind
ترتدي,She wears
ظٹط,ظٹط
ملايين,millions
كاثرين,Catherine
لعب,game
سريع,fast
الكلاب,dogs
أضع,I put
ليّ,for me
المحيط,ocean
مطعم,restaurant
إليكِ,Here you go
ليو,Leo
للجميع,For everyone
الوجه,face
بسهولة,easily
لون,color
الضابط,The officer
الاطفال,children
جعلت,made
الصيف,summer
ماء,water
تمامًا,completely
اتصال,communication
يحمل,He carries
بسيطة,Simple
زالت,It's gone
بربك,By God
لدرجة,To the degree
سأحضر,I will attend
دم,blood
فلم,film
روح,spirit
أخبره,Tell him
مر,bitter
الكاميرا,camera
أخبرت,I told
وجهه,His face
أترك,Leave
شاهد,a witness
بصراحة,honestly
كذبت,I lied
كفاية,adequacy
غادرت,I left
قلتِ,I said
البرنامج,The program
الأسفل,lower
فإنه,It is
متجر,a store
يشبه,It resembles
لانه,Because
جرى,It happened
كارتر,Carter
آسفه,sorry
مضت,It passed
إنتظري,Wait
وقتك,your time
الجزيرة,Al Jazeera
مدة,period
أعتقدت,I believed
مسرح,stage
الكون,universe
قولي,Tell me
القرار,decision
كلهم,All of them
إسم,name
اول,first
يدخل,Enter
القدوم,Arrival
لتلك,For that
رأيتك,I saw you
نيل,Nile
تقتل,kill
والان,And now
بفعل,By
أمزح,I'm kidding
بعدما,After
البحرية,Navy
طفلة,child
الموافقة,Approval
تجربة,an experience
قضيت,I spent
فائدة,benefit
مطلقاً,never
بقوة,strongly
انتهيت,I finished
هانا,Hannah
بعيدة,far away
اتحدث,I speak
احصل,Get
بأكملها,The whole
سوء,ill
تخبريني,Tell me
تأكل,corrosion
الملكة,the queen
عينيك,your eyes
وجدته,I found it
السهل,Easy
إنظر,Look
اخبرني,Tell me
نكن,We are
اهدأ,calm
قابلت,I met
الخامسة,Fifth
مكانه,status
عنهم,About them
قاعدة,a base
مـاذا,What
كانا,They were
يسمح,Allow
الاسم,the name
أمى,My mom
إياه,Him
أدنى,minimum
استمر,I continue
أتكلم,I speak
اريدك,I want you
سابق,former
مَنْ,from
تعرفون,You know
الفوز,Win
المطاف,The resort
أدرك,realize
عادت,She returned
الهجوم,attack
سوية,Together
ادخل,Enter
نعتقد,We believe
وأعتقد,I think
الفور,Forward
نأخذ,We take
هـل,Is it
كأنه,As if
تسأل,She asks
الوحش,The monster
القارب,boat
فظيع,terrible
فان,Van
جولة,round
تعنين,You mean
ستأتي,It will come
حادثة,incident
ننتظر,We are waiting
قاله,He said
حالياً,currently
بيع,sale
ضمن,within
مريضة,sick
يتوقف,Stop
مرض,illness
اعطني,Give me
الجيدة,Good
ثق,Trust
اخبرك,I told you
الحقير,despicable
والده,mother
ضربة,blow
اخرس,silent
تترك,Leave
أرجو,I hope
لوحدي,alone
انة,that it
تيد,Ted
جدّاً,very
سيارتك,your car
يدفع,pays
التصوير,Photography
العلاقة,relationship
تريدون,You want
القاعدة,The base
أبعد,far
كلاهما,both of them
تبقي,Keep
تثق,Trust
الثقة,trust
جامعة,university
ضرب,to hit
الموقف,The position
كلام,speech
حياتها,Her life
ينجح,He succeeds
بقيت,I remained
النووي,nuclear
تكونين,You are
عاما,year
غبية,stupid
ممتع,fun
السادسة,Sixth
جميعهم,All of them
سآخذ,I will take
ضغط,pressure
لوحة,Panel
كافية,Enough
انى,that I
أثر,effect
الطرق,Roads
أساعدك,I will help you
سيقوم,He will
وكالة,an agency
أنهُ,that it
للأسف,Unfortunately
جميعكم,All of you
القائمة,Menu
ويجب,And it is necessary
حاضر,present
المساء,evening
تصدق,Believe
تجعلني,Make me
القسم,Section
وجهة,Destination
وبين,And between
وقع,He fell
عنكِ,About you
المركز,Center
تجاه,Towards
جينا,Gina
وحيدة,lonely
كلمات,words
أرسلت,Sent
اعمل,Work
العامة,public
للمساعدة,To help
التحقيقات,Investigations
بالدخول,By entering
نسخة,copy
آدم,Adam
شاحنة,a truck
فوراً,immediately
هاتفي,My phone
لايوجد,nothing
هانك,Hank
قرار,resolution
افهم,I understand
أنى,that I
الفرق,the difference
هنـا,Here
الشاطئ,beach
حَسَناً,Good
عالية,High
عذرا,Sorry
أناس,people
مفتاح,key
يسبق,Precedes
ضابط,officer
مجددًا,Again
غاية,very
الاثنين,Monday
